a	ˈa
casquilharem	kˌɐʃkiʎˈaɾeɪŋ
casquilhem	kˌɐʃkˈiʎeɪŋ
casquilhavam	kˌɐʃkiʎˈavɐ̃ʊ̃
casquilhariam	kˌɐʃkiʎɐɾˈiɐ̃ʊ̃
casquilharam	kˌɐʃkiʎˈaɾɐ̃ʊ̃
casquilham	kˌɐʃkˈiʎɐ̃ʊ̃
casquilharei	kˌɐʃkiʎɐɾˈeɪ
casquilhei	kˌɐʃkiʎˈeɪ
casquilhai	kˌɐʃkiʎˈaɪ
casquilhaste	kˌɐʃkiʎˈaʃtɨ
casquilhasse	kˌɐʃkiʎˈasɨ
casquilhe	kˌɐʃkˈiʎɨ
casquilhava	kˌɐʃkiʎˈavɐ
casquilharia	kˌɐʃkiʎɐɾˈiɐ
casquilhada	kˌɐʃkiʎˈadɐ
casquilhara	kˌɐʃkiʎˈaɾɐ
casquilha	kˌɐʃkˈiʎɐ
casquilharia	kˌɐʃkiʎɐɾˈiɐ
casquilharias	kˌɐʃkiʎɐɾˈiɐʃ
casquilho	kˌɐʃkˈiʎʊ
casquilhas	kˌɐʃkˈiʎɐʃ
casquilha	kˌɐʃkˈiʎɐ
casquinha	kˌɐʃkˈiɲɐ
casquinheiro	kˌɐʃkiɲˈeɪɾʊ
cassete	kˌɐsˈɛtɨ
cassetes	kˌɐsˈetɨʃ
cassetete	kˌɐsɨtˈɛtɨ
cassetetes	kˌɐsɨtˈetɨʃ
Cassiano	kˌɐsiˈɐ̃nʊ
Cassinga	kˌɐsˈiŋɡɐ
Cassiopeia	kˌɐsiupˈeɪɐ
casta	kˈaʃtɐ
castanha	kˌɐʃtˈɐ̃ɲɐ
castanhal	kˌɐʃtɐ̃ɲˈɑl
castanhedo	kˌɐʃtɐ̃ɲˈedʊ
castanheira	kˌɐʃtɐ̃ɲˈeɪɾɐ
castanheiras	kˌɐʃtɐ̃ɲˈeɪɾɐʃ
castanheiro	kˌɐʃtɐ̃ɲˈeɪɾʊ
castanheiros	kˌɐʃtɐ̃ɲˈeɪɾʊʃ
castanho	kˌɐʃtˈɐ̃ɲʊ
castanhas	kˌɐʃtˈɐ̃ɲɐʃ
castanhos	kˌɐʃtˈɐ̃ɲʊʃ
castanha	kˌɐʃtˈɐ̃ɲɐ
castanholar	kˌɐʃtɐ̃ɲulˈaɹ
castanholará	kˌɐʃtɐ̃ɲˌulɐɾˈa
castanholá	kˌɐʃtɐ̃ɲulˈa
castanholou	kˌɐʃtɐ̃ɲulˈow
castanholarás	kˌɐʃtɐ̃ɲˌulɐɾˈaʃ
castanholámos	kˌɐʃtɐ̃ɲulˈamʊʃ
castanholássemos	kˌɐʃtɐ̃ɲulˈasɨmʊʃ
castanholaremos	kˌɐʃtɐ̃ɲˌulɐɾˈemʊʃ
castanholemos	kˌɐʃtɐ̃ɲulˈemʊʃ
castanholaríamos	kˌɐʃtɐ̃ɲˌulɐɾˈiɐ̃mʊʃ
castanholávamos	kˌɐʃtɐ̃ɲulˈavɐmʊʃ
castanholáramos	kˌɐʃtɐ̃ɲulˈaɾɐmʊʃ
castanholarmos	kˌɐʃtɐ̃ɲulˈaɾəmʊʃ
castanholamos	kˌɐʃtɐ̃ɲulˈɐ̃mʊʃ
castanholados	kˌɐʃtɐ̃ɲulˈadʊʃ
castanholaríeis	kˌɐʃtɐ̃ɲˌulɐɾˈieɪʃ
castanholáveis	kˌɐʃtɐ̃ɲulˈaveɪʃ
castanholásseis	kˌɐʃtɐ̃ɲulˈaseɪʃ
castanholáreis	kˌɐʃtɐ̃ɲulˈaɾeɪʃ
castanholareis	kˌɐʃtɐ̃ɲˌulɐɾˈeɪʃ
castanholeis	kˌɐʃtɐ̃ɲulˈeɪʃ
castanholais	kˌɐʃtɐ̃ɲulˈaɪʃ
castanholastes	kˌɐʃtɐ̃ɲulˈaʃtɨʃ
castanholasses	kˌɐʃtɐ̃ɲulˈasɨʃ
castanholardes	kˌɐʃtɐ̃ɲulˈaɾədɨʃ
castanholares	kˌɐʃtɐ̃ɲulˈaɾɨʃ
castanholes	kˌɐʃtɐ̃ɲˈolɨʃ
castanholavas	kˌɐʃtɐ̃ɲulˈavɐʃ
castanholarias	kˌɐʃtɐ̃ɲˌulɐɾˈiɐʃ
castanholadas	kˌɐʃtɐ̃ɲulˈadɐʃ
castanholaras	kˌɐʃtɐ̃ɲulˈaɾɐʃ
castanholas	kˌɐʃtɐ̃ɲˈolɐʃ
castanholarão	kˌɐʃtɐ̃ɲˌulɐɾˈɐ̃ʊ̃
castanholando	kˌɐʃtɐ̃ɲulˈɐ̃ŋdʊ
castanholado	kˌɐʃtɐ̃ɲulˈadʊ
castanholo	kˌɐʃtɐ̃ɲˈɔlʊ
castanholassem	kˌɐʃtɐ̃ɲulˈaseɪŋ
castanholarem	kˌɐʃtɐ̃ɲulˈaɾeɪŋ
castanholem	kˌɐʃtɐ̃ɲˈɔleɪŋ
castanholavam	kˌɐʃtɐ̃ɲulˈavɐ̃ʊ̃
castanholariam	kˌɐʃtɐ̃ɲˌulɐɾˈiɐ̃ʊ̃
castanholaram	kˌɐʃtɐ̃ɲulˈaɾɐ̃ʊ̃
castanholam	kˌɐʃtɐ̃ɲˈɔlɐ̃ʊ̃
castanholarei	kˌɐʃtɐ̃ɲˌulɐɾˈeɪ
castanholei	kˌɐʃtɐ̃ɲulˈeɪ
castanholai	kˌɐʃtɐ̃ɲulˈaɪ
castanholaste	kˌɐʃtɐ̃ɲulˈaʃtɨ
castanholasse	kˌɐʃtɐ̃ɲulˈasɨ
castanhole	kˌɐʃtɐ̃ɲˈɔlɨ
castanholava	kˌɐʃtɐ̃ɲulˈavɐ
castanholaria	kˌɐʃtɐ̃ɲˌulɐɾˈiɐ
castanholada	kˌɐʃtɐ̃ɲulˈadɐ
castanholara	kˌɐʃtɐ̃ɲulˈaɾɐ
castanhola	kˌɐʃtɐ̃ɲˈɔlɐ
castanholas	kˌɐʃtɐ̃ɲˈolɐʃ
castanhoso	kˌɐʃtɐ̃ɲˈozʊ
Castela	kˌɐʃtˈɛlɐ
castelã	kˌɐʃtɨlˈɐ̃
castelania	kˌɐʃtɨlɐnˈiɐ
castelão	kˌɐʃtɨlˈɐ̃ʊ̃
casteleiro	kˌɐʃtɨlˈeɪɾʊ
castelhanismo	kˌɐʃtɨʎɐnˈiʒmʊ
castelhanismos	kˌɐʃtɨʎɐnˈiʒmʊʃ
castelhanizar	kˌɐʃtɨʎɐnizˈaɹ
castelhanizará	kˌɐʃtɨʎɐnˌizɐɾˈa
castelhanizá	kˌɐʃtɨʎɐnizˈa
castelhanizou	kˌɐʃtɨʎɐnizˈow
castelhanizarás	kˌɐʃtɨʎɐnˌizɐɾˈaʃ
castelhanizámos	kˌɐʃtɨʎɐnizˈamʊʃ
castelhanizássemos	kˌɐʃtɨʎɐnizˈasɨmʊʃ
castelhanizaremos	kˌɐʃtɨʎɐnˌizɐɾˈemʊʃ
castelhanizemos	kˌɐʃtɨʎɐnizˈemʊʃ
castelhanizaríamos	kˌɐʃtɨʎɐnˌizɐɾˈiɐ̃mʊʃ
castelhanizávamos	kˌɐʃtɨʎɐnizˈavɐmʊʃ
castelhanizáramos	kˌɐʃtɨʎɐnizˈaɾɐmʊʃ
castelhanizarmos	kˌɐʃtɨʎɐnizˈaɾəmʊʃ
castelhanizamos	kˌɐʃtɨʎɐnizˈɐ̃mʊʃ
castelhanizados	kˌɐʃtɨʎɐnizˈadʊʃ
castelhanizaríeis	kˌɐʃtɨʎɐnˌizɐɾˈieɪʃ
castelhanizáveis	kˌɐʃtɨʎɐnizˈaveɪʃ
castelhanizásseis	kˌɐʃtɨʎɐnizˈaseɪʃ
castelhanizáreis	kˌɐʃtɨʎɐnizˈaɾeɪʃ
castelhanizareis	kˌɐʃtɨʎɐnˌizɐɾˈeɪʃ
castelhanizeis	kˌɐʃtɨʎɐnizˈeɪʃ
castelhanizais	kˌɐʃtɨʎɐnizˈaɪʃ
castelhanizastes	kˌɐʃtɨʎɐnizˈaʃtɨʃ
castelhanizasses	kˌɐʃtɨʎɐnizˈasɨʃ
castelhanizardes	kˌɐʃtɨʎɐnizˈaɾədɨʃ
castelhanizares	kˌɐʃtɨʎɐnizˈaɾɨʃ
castelhanizes	kˌɐʃtɨʎɐnˈizɨʃ
castelhanizavas	kˌɐʃtɨʎɐnizˈavɐʃ
castelhanizarias	kˌɐʃtɨʎɐnˌizɐɾˈiɐʃ
castelhanizadas	kˌɐʃtɨʎɐnizˈadɐʃ
castelhanizaras	kˌɐʃtɨʎɐnizˈaɾɐʃ
castelhanizas	kˌɐʃtɨʎɐnˈizɐʃ
castelhanizarão	kˌɐʃtɨʎɐnˌizɐɾˈɐ̃ʊ̃
castelhanizando	kˌɐʃtɨʎɐnizˈɐ̃ŋdʊ
castelhanizado	kˌɐʃtɨʎɐnizˈadʊ
castelhanizo	kˌɐʃtɨʎɐnˈizʊ
castelhanizassem	kˌɐʃtɨʎɐnizˈaseɪŋ
castelhanizarem	kˌɐʃtɨʎɐnizˈaɾeɪŋ
castelhanizem	kˌɐʃtɨʎɐnˈizeɪŋ
castelhanizavam	kˌɐʃtɨʎɐnizˈavɐ̃ʊ̃
castelhanizariam	kˌɐʃtɨʎɐnˌizɐɾˈiɐ̃ʊ̃
castelhanizaram	kˌɐʃtɨʎɐnizˈaɾɐ̃ʊ̃
castelhanizam	kˌɐʃtɨʎɐnˈizɐ̃ʊ̃
castelhanizarei	kˌɐʃtɨʎɐnˌizɐɾˈeɪ
castelhanizei	kˌɐʃtɨʎɐnizˈeɪ
castelhanizai	kˌɐʃtɨʎɐnizˈaɪ
castelhanizaste	kˌɐʃtɨʎɐnizˈaʃtɨ
castelhanizasse	kˌɐʃtɨʎɐnizˈasɨ
castelhanize	kˌɐʃtɨʎɐnˈizɨ
castelhanizava	kˌɐʃtɨʎɐnizˈavɐ
castelhanizaria	kˌɐʃtɨʎɐnˌizɐɾˈiɐ
castelhanizada	kˌɐʃtɨʎɐnizˈadɐ
castelhanizara	kˌɐʃtɨʎɐnizˈaɾɐ
castelhaniza	kˌɐʃtɨʎɐnˈizɐ
castelhano	kˌɐʃtɨʎˈɐ̃nʊ
castelhanismos	kˌɐʃtɨʎɐnˈiʒmʊʃ
castelhanas	kˌɐʃtɨʎˈɐ̃nɐʃ
castelhanos	kˌɐʃtɨʎˈɐ̃nʊʃ
castelhanismo	kˌɐʃtɨʎɐnˈiʒmʊ
castelhana	kˌɐʃtɨʎˈɐ̃nɐ
castelo	kˌɐʃtˈɛlʊ
castelos	kˌɐʃtˈelʊʃ
castelório	kˌɐʃtɨlˈɔɾjʊ
castiçal	kˌɐʃtisˈɑl
castiçar	kˌɐʃtisˈaɹ
castiçará	kˌɐʃtisɐɾˈa
castiçá	kˌɐʃtisˈa
castiçou	kˌɐʃtisˈow
castiçarás	kˌɐʃtisɐɾˈaʃ
castiçámos	kˌɐʃtisˈamʊʃ
castiçássemos	kˌɐʃtisˈasɨmʊʃ
casticemos	kˌɐʃtisˈemʊʃ
castiçaremos	kˌɐʃtisɐɾˈemʊʃ
castiçaríamos	kˌɐʃtisɐɾˈiɐ̃mʊʃ
castiçávamos	kˌɐʃtisˈavɐmʊʃ
castiçáramos	kˌɐʃtisˈaɾɐmʊʃ
castiçarmos	kˌɐʃtisˈaɾəmʊʃ
castiçamos	kˌɐʃtisˈɐ̃mʊʃ
castiçados	kˌɐʃtisˈadʊʃ
castiçaríeis	kˌɐʃtisɐɾˈieɪʃ
castiçáveis	kˌɐʃtisˈaveɪʃ
castiçásseis	kˌɐʃtisˈaseɪʃ
castiçáreis	kˌɐʃtisˈaɾeɪʃ
casticeis	kˌɐʃtisˈeɪʃ
castiçareis	kˌɐʃtisɐɾˈeɪʃ
castiçais	kˌɐʃtisˈaɪʃ
castiçastes	kˌɐʃtisˈaʃtɨʃ
castiçasses	kˌɐʃtisˈasɨʃ
castiçardes	kˌɐʃtisˈaɾədɨʃ
castices	kˌɐʃtˈisɨʃ
castiçares	kˌɐʃtisˈaɾɨʃ
castiçavas	kˌɐʃtisˈavɐʃ
castiçarias	kˌɐʃtisɐɾˈiɐʃ
castiçadas	kˌɐʃtisˈadɐʃ
castiçaras	kˌɐʃtisˈaɾɐʃ
castiças	kˌɐʃtˈisɐʃ
castiçarão	kˌɐʃtisɐɾˈɐ̃ʊ̃
castiçando	kˌɐʃtisˈɐ̃ŋdʊ
castiçado	kˌɐʃtisˈadʊ
castiço	kˌɐʃtˈisʊ
castiçassem	kˌɐʃtisˈaseɪŋ
casticem	kˌɐʃtˈiseɪŋ
castiçarem	kˌɐʃtisˈaɾeɪŋ
castiçavam	kˌɐʃtisˈavɐ̃ʊ̃
castiçariam	kˌɐʃtisɐɾˈiɐ̃ʊ̃
castiçaram	kˌɐʃtisˈaɾɐ̃ʊ̃
castiçam	kˌɐʃtˈisɐ̃ʊ̃
casticei	kˌɐʃtisˈeɪ
castiçarei	kˌɐʃtisɐɾˈeɪ
castiçai	kˌɐʃtisˈaɪ
castiçaste	kˌɐʃtisˈaʃtɨ
castiçasse	kˌɐʃtisˈasɨ
castice	kˌɐʃtˈisɨ
castiçava	kˌɐʃtisˈavɐ
castiçaria	kˌɐʃtisɐɾˈiɐ
castiçada	kˌɐʃtisˈadɐ
castiçara	kˌɐʃtisˈaɾɐ
castiça	kˌɐʃtˈisɐ
casticidade	kˌɐʃtisidˈadɨ
casticidades	kˌɐʃtisidˈadɨʃ
casticismo	kˌɐʃtisˈiʒmʊ
casticismos	kˌɐʃtisˈiʒmʊʃ
castiço	kˌɐʃtˈisʊ
castiças	kˌɐʃtˈisɐʃ
castiça	kˌɐʃtˈisɐ
castidade	kˌɐʃtidˈadɨ
castidades	kˌɐʃtidˈadɨʃ
castificar	kˌɐʃtifikˈaɹ
castificará	kˌɐʃtifˌikɐɾˈa
castificá	kˌɐʃtifikˈa
castificou	kˌɐʃtifikˈow
castificarás	kˌɐʃtifˌikɐɾˈaʃ
castificámos	kˌɐʃtifikˈamʊʃ
castifiquemos	kˌɐʃtifikˈemʊʃ
castificássemos	kˌɐʃtifikˈasɨmʊʃ
castificaremos	kˌɐʃtifˌikɐɾˈemʊʃ
castificaríamos	kˌɐʃtifˌikɐɾˈiɐ̃mʊʃ
castificávamos	kˌɐʃtifikˈavɐmʊʃ
castificáramos	kˌɐʃtifikˈaɾɐmʊʃ
castificarmos	kˌɐʃtifikˈaɾəmʊʃ
castificamos	kˌɐʃtifikˈɐ̃mʊʃ
castificados	kˌɐʃtifikˈadʊʃ
castificaríeis	kˌɐʃtifˌikɐɾˈieɪʃ
castificáveis	kˌɐʃtifikˈaveɪʃ
castifiqueis	kˌɐʃtifikˈeɪʃ
castificásseis	kˌɐʃtifikˈaseɪʃ
castificáreis	kˌɐʃtifikˈaɾeɪʃ
castificareis	kˌɐʃtifˌikɐɾˈeɪʃ
castificais	kˌɐʃtifikˈaɪʃ
castificações	kˌɐʃtifˌikɐsˈõjʃ
castifiques	kˌɐʃtifˈikɨʃ
castificastes	kˌɐʃtifikˈaʃtɨʃ
castificasses	kˌɐʃtifikˈasɨʃ
castificardes	kˌɐʃtifikˈaɾədɨʃ
castificares	kˌɐʃtifikˈaɾɨʃ
castificavas	kˌɐʃtifikˈavɐʃ
castificarias	kˌɐʃtifˌikɐɾˈiɐʃ
castificadas	kˌɐʃtifikˈadɐʃ
castificaras	kˌɐʃtifikˈaɾɐʃ
castificas	kˌɐʃtifˈikɐʃ
castificação	kˌɐʃtifˌikɐsˈɐ̃ʊ̃
castificarão	kˌɐʃtifˌikɐɾˈɐ̃ʊ̃
castificando	kˌɐʃtifikˈɐ̃ŋdʊ
castificado	kˌɐʃtifikˈadʊ
castifico	kˌɐʃtifˈikʊ
castifiquem	kˌɐʃtifˈikeɪŋ
castificassem	kˌɐʃtifikˈaseɪŋ
castificarem	kˌɐʃtifikˈaɾeɪŋ
castificavam	kˌɐʃtifikˈavɐ̃ʊ̃
castificariam	kˌɐʃtifˌikɐɾˈiɐ̃ʊ̃
castificaram	kˌɐʃtifikˈaɾɐ̃ʊ̃
castificam	kˌɐʃtifˈikɐ̃ʊ̃
castifiquei	kˌɐʃtifikˈeɪ
castificarei	kˌɐʃtifˌikɐɾˈeɪ
castificai	kˌɐʃtifikˈaɪ
castifique	kˌɐʃtifˈikɨ
castificaste	kˌɐʃtifikˈaʃtɨ
castificasse	kˌɐʃtifikˈasɨ
castificava	kˌɐʃtifikˈavɐ
castificaria	kˌɐʃtifˌikɐɾˈiɐ
castificada	kˌɐʃtifikˈadɐ
castificara	kˌɐʃtifikˈaɾɐ
castifica	kˌɐʃtifˈikɐ
castigador	kˌɐʃtiɡɐdˈoɹ
castigar	kˌɐʃtiɡˈaɹ
castigará	kˌɐʃtiɡɐɾˈa
castigá	kˌɐʃtiɡˈa
castigou	kˌɐʃtiɡˈow
castigarás	kˌɐʃtiɡɐɾˈaʃ
castigámos	kˌɐʃtiɡˈamʊʃ
castiguemos	kˌɐʃtiɡˈemʊʃ
castigássemos	kˌɐʃtiɡˈasɨmʊʃ
castigaremos	kˌɐʃtiɡɐɾˈemʊʃ
castigaríamos	kˌɐʃtiɡɐɾˈiɐ̃mʊʃ
castigávamos	kˌɐʃtiɡˈavɐmʊʃ
castigáramos	kˌɐʃtiɡˈaɾɐmʊʃ
castigarmos	kˌɐʃtiɡˈaɾəmʊʃ
castigamos	kˌɐʃtiɡˈɐ̃mʊʃ
castigados	kˌɐʃtiɡˈadʊʃ
castigaríeis	kˌɐʃtiɡɐɾˈieɪʃ
castigáveis	kˌɐʃtiɡˈaveɪʃ
castigueis	kˌɐʃtiɡˈeɪʃ
castigásseis	kˌɐʃtiɡˈaseɪʃ
castigáreis	kˌɐʃtiɡˈaɾeɪʃ
castigareis	kˌɐʃtiɡɐɾˈeɪʃ
castigais	kˌɐʃtiɡˈaɪʃ
castigações	kˌɐʃtiɡɐsˈõjʃ
castigues	kˌɐʃtˈiɡɨʃ
castigastes	kˌɐʃtiɡˈaʃtɨʃ
castigasses	kˌɐʃtiɡˈasɨʃ
castigadores	kˌɐʃtiɡɐdˈoɾɨʃ
castigardes	kˌɐʃtiɡˈaɾədɨʃ
castigares	kˌɐʃtiɡˈaɾɨʃ
castigavas	kˌɐʃtiɡˈavɐʃ
castigadoras	kˌɐʃtiɡɐdˈoɾɐʃ
castigarias	kˌɐʃtiɡɐɾˈiɐʃ
castigadas	kˌɐʃtiɡˈadɐʃ
castigaras	kˌɐʃtiɡˈaɾɐʃ
castigas	kˌɐʃtˈiɡɐʃ
castigador	kˌɐʃtiɡɐdˈoɹ
castigação	kˌɐʃtiɡɐsˈɐ̃ʊ̃
castigarão	kˌɐʃtiɡɐɾˈɐ̃ʊ̃
castigando	kˌɐʃtiɡˈɐ̃ŋdʊ
castigado	kˌɐʃtiɡˈadʊ
castigo	kˌɐʃtˈiɡʊ
castiguem	kˌɐʃtˈiɡeɪŋ
castigassem	kˌɐʃtiɡˈaseɪŋ
castigarem	kˌɐʃtiɡˈaɾeɪŋ
castigavam	kˌɐʃtiɡˈavɐ̃ʊ̃
castigariam	kˌɐʃtiɡɐɾˈiɐ̃ʊ̃
castigaram	kˌɐʃtiɡˈaɾɐ̃ʊ̃
castigam	kˌɐʃtˈiɡɐ̃ʊ̃
castigável	kˌɐʃtiɡˈavˌɛl
castiguei	kˌɐʃtiɡˈeɪ
castigarei	kˌɐʃtiɡɐɾˈeɪ
castigai	kˌɐʃtiɡˈaɪ
castigue	kˌɐʃtˈiɡɨ
castigaste	kˌɐʃtiɡˈaʃtɨ
castigasse	kˌɐʃtiɡˈasɨ
castigava	kˌɐʃtiɡˈavɐ
castigadora	kˌɐʃtiɡɐdˈoɾɐ
castigaria	kˌɐʃtiɡɐɾˈiɐ
castigada	kˌɐʃtiɡˈadɐ
castigara	kˌɐʃtiɡˈaɾɐ
castiga	kˌɐʃtˈiɡɐ
castigo	kˌɐʃtˈiɡʊ
castigos	kˌɐʃtˈiɡʊʃ
castigueira	kˌɐʃtiɡˈeɪɾɐ
Castilho	kˌɐʃtˈiʎʊ
casto	kˈaʃtʊ
castidades	kˌɐʃtidˈadɨʃ
castas	kˈaʃtɐʃ
castos	kˈaʃtʊʃ
castidade	kˌɐʃtidˈadɨ
casta	kˈaʃtɐ
castor	kɐʃtˈoɹ
castores	kˌɐʃtˈoɾɨʃ
castorenho	kˌɐʃtuɾˈeɲʊ
castrador	kˌɐʃtɹɐdˈoɹ
castrar	kɐʃtɹˈaɹ
castrará	kˌɐʃtɹɐɾˈa
castrá	kɐʃtɹˈa
castrou	kɐʃtɹˈow
castrarás	kˌɐʃtɹɐɾˈaʃ
castramentos	kˌɐʃtɹɐmˈeɪŋtʊʃ
castrámos	kˌɐʃtɹˈamʊʃ
castrássemos	kˌɐʃtɹˈasɨmʊʃ
castraremos	kˌɐʃtɹɐɾˈemʊʃ
castremos	kˌɐʃtɹˈemʊʃ
castraríamos	kˌɐʃtɹɐɾˈiɐ̃mʊʃ
castrávamos	kˌɐʃtɹˈavɐmʊʃ
castráramos	kˌɐʃtɹˈaɾɐmʊʃ
castrarmos	kˌɐʃtɹˈaɾəmʊʃ
castramos	kˌɐʃtɹˈɐ̃mʊʃ
castrados	kˌɐʃtɹˈadʊʃ
castraríeis	kˌɐʃtɹɐɾˈieɪʃ
castráveis	kˌɐʃtɹˈaveɪʃ
castrásseis	kˌɐʃtɹˈaseɪʃ
castráreis	kˌɐʃtɹˈaɾeɪʃ
castrareis	kˌɐʃtɹɐɾˈeɪʃ
castreis	kɐʃtɹˈeɪʃ
castrais	kɐʃtɹˈaɪʃ
castrações	kˌɐʃtɹɐsˈõjʃ
castrastes	kˌɐʃtɹˈaʃtɨʃ
castrasses	kˌɐʃtɹˈasɨʃ
castradores	kˌɐʃtɹɐdˈoɾɨʃ
castrardes	kˌɐʃtɹˈaɾədɨʃ
castrares	kˌɐʃtɹˈaɾɨʃ
castres	kˈaʃtɹɨʃ
castravas	kˌɐʃtɹˈavɐʃ
castradoras	kˌɐʃtɹɐdˈoɾɐʃ
castrarias	kˌɐʃtɹɐɾˈiɐʃ
castradas	kˌɐʃtɹˈadɐʃ
castraras	kˌɐʃtɹˈaɾɐʃ
castras	kˈaʃtɹɐʃ
castrador	kˌɐʃtɹɐdˈoɹ
castração	kˌɐʃtɹɐsˈɐ̃ʊ̃
castrarão	kˌɐʃtɹɐɾˈɐ̃ʊ̃
castramento	kˌɐʃtɹɐmˈeɪŋtʊ
castrando	kˌɐʃtɹˈɐ̃ŋdʊ
castrado	kˌɐʃtɹˈadʊ
castro	kˈaʃtɹʊ
castrassem	kˌɐʃtɹˈaseɪŋ
castrarem	kˌɐʃtɹˈaɾeɪŋ
castrem	kˈaʃtɹeɪŋ
castravam	kˌɐʃtɹˈavɐ̃ʊ̃
castrariam	kˌɐʃtɹɐɾˈiɐ̃ʊ̃
castraram	kˌɐʃtɹˈaɾɐ̃ʊ̃
castram	kˈaʃtɹɐ̃ʊ̃
castrarei	kˌɐʃtɹɐɾˈeɪ
castrei	kɐʃtɹˈeɪ
castrai	kɐʃtɹˈaɪ
castraste	kˌɐʃtɹˈaʃtɨ
castrasse	kˌɐʃtɹˈasɨ
castre	kˈaʃtɹɨ
castrava	kˌɐʃtɹˈavɐ
castradora	kˌɐʃtɹɐdˈoɾɐ
castraria	kˌɐʃtɹɐɾˈiɐ
castrada	kˌɐʃtɹˈadɐ
castrara	kˌɐʃtɹˈaɾɐ
castra	kˈaʃtɹɐ
castrense	kˌɐʃtɹˈeɪŋsɨ
castrenses	kˌɐʃtɹˈeɪŋsɨʃ
castro	kˈaʃtɹʊ
Castro	kˈaʃtɹʊ
casual	kˌɐzuˈɑl
casualismos	kˌɐzuɐlˈiʒmʊʃ
casuais	kˌɐzuˈaɪʃ
casualidades	kˌɐzuˌɐlidˈadɨʃ
casualistas	kˌɐzuɐlˈiʃtɐʃ
casualismo	kˌɐzuɐlˈiʒmʊ
casualmente	kˌɐzuˌɑlmˈeɪŋtɨ
casualidade	kˌɐzuˌɐlidˈadɨ
casualista	kˌɐzuɐlˈiʃtɐ
casualidade	kˌɐzuˌɐlidˈadɨ
casualidades	kˌɐzuˌɐlidˈadɨʃ
casualismo	kˌɐzuɐlˈiʒmʊ
casualismos	kˌɐzuɐlˈiʒmʊʃ
casuísta	kˌɐzuˈiʃtɐ
casuístas	kˌɐzuˈiʃtɐʃ
casuística	kˌɐzuˈiʃtikɐ
casulo	kˌɐzˈulʊ
casulos	kˌɐzˈulʊʃ
casuloso	kˌɐzulˈozʊ
casulosas	kˌɐzulˈozɐʃ
casulosos	kˌɐzulˈozʊʃ
casulosa	kˌɐzulˈɔzɐ
catabático	kˌɐtɐbˈatikʊ
cataclismo	kˌɐtɐklˈiʒmʊ
cataclismos	kˌɐtɐklˈiʒmʊʃ
catacumbas	kˌɐtɐkˈũmbɐʃ
catadupa	kˌɐtɐdˈupɐ
catadupas	kˌɐtɐdˈupɐʃ
catadupejar	kˌɐtɐdˌupɨʒˈaɹ
catadupejará	kˌɐtɐdˌupɨʒɐɾˈa
catadupejá	kˌɐtɐdˌupɨʒˈa
catadupejou	kˌɐtɐdˌupɨʒˈow
catadupejarás	kˌɐtɐdˌupɨʒɐɾˈaʃ
catadupejámos	kˌɐtɐdˌupɨʒˈamʊʃ
catadupejássemos	kˌɐtɐdˌupɨʒˈasɨmʊʃ
catadupejaremos	kˌɐtɐdˌupɨʒɐɾˈemʊʃ
catadupejemos	kˌɐtɐdˌupɨʒˈemʊʃ
catadupejaríamos	kˌɐtɐdˌupɨʒɐɾˈiɐ̃mʊʃ
catadupejávamos	kˌɐtɐdˌupɨʒˈavɐmʊʃ
catadupejáramos	kˌɐtɐdˌupɨʒˈaɾɐmʊʃ
catadupejarmos	kˌɐtɐdˌupɨʒˈaɾəmʊʃ
catadupejamos	kˌɐtɐdˌupɨʒˈɐ̃mʊʃ
catadupejados	kˌɐtɐdˌupɨʒˈadʊʃ
catadupejaríeis	kˌɐtɐdˌupɨʒɐɾˈieɪʃ
catadupejáveis	kˌɐtɐdˌupɨʒˈaveɪʃ
catadupejásseis	kˌɐtɐdˌupɨʒˈaseɪʃ
catadupejáreis	kˌɐtɐdˌupɨʒˈaɾeɪʃ
catadupejareis	kˌɐtɐdˌupɨʒɐɾˈeɪʃ
catadupejeis	kˌɐtɐdˌupɨʒˈeɪʃ
catadupejais	kˌɐtɐdˌupɨʒˈaɪʃ
catadupejastes	kˌɐtɐdˌupɨʒˈaʃtɨʃ
catadupejasses	kˌɐtɐdˌupɨʒˈasɨʃ
catadupejardes	kˌɐtɐdˌupɨʒˈaɾədɨʃ
catadupejares	kˌɐtɐdˌupɨʒˈaɾɨʃ
catadupejes	kˌɐtɐdupˈeʒɨʃ
catadupejavas	kˌɐtɐdˌupɨʒˈavɐʃ
catadupejarias	kˌɐtɐdˌupɨʒɐɾˈiɐʃ
catadupejadas	kˌɐtɐdˌupɨʒˈadɐʃ
catadupejaras	kˌɐtɐdˌupɨʒˈaɾɐʃ
catadupejas	kˌɐtɐdupˈeʒɐʃ
catadupejarão	kˌɐtɐdˌupɨʒɐɾˈɐ̃ʊ̃
catadupejando	kˌɐtɐdˌupɨʒˈɐ̃ŋdʊ
catadupejado	kˌɐtɐdˌupɨʒˈadʊ
catadupejo	kˌɐtɐdupˈeʒʊ
catadupejassem	kˌɐtɐdˌupɨʒˈaseɪŋ
catadupejarem	kˌɐtɐdˌupɨʒˈaɾeɪŋ
catadupejem	kˌɐtɐdupˈeʒeɪŋ
catadupejavam	kˌɐtɐdˌupɨʒˈavɐ̃ʊ̃
catadupejariam	kˌɐtɐdˌupɨʒɐɾˈiɐ̃ʊ̃
