a	'a
australopitecos	,aUs#tR&l,upit'ekUs#
Áustria	'aUs#tRi;&
austríaco	,aUs#tR'i;&kU
austríacas	,aUs#tR'i;&k&s#
austríacos	,aUs#tR'i;&kUs#
austríaca	,aUs#tR'i;&k&
austromancia	,aUs#tRum&~Ns'i;&
austromancias	,aUs#tRum&~Ns'i;&s#
autarca	,aUt'a*@-k&
autarcas	,aUt'a*@-k&s#
autarcia	,aUt&*@-s'i;&
autarquia	,aUt&*@-k'i;&
autárquicos	,aUt'a*@-kikUs#
autárquicas	,aUt'a*@-kik&s#
autarquias	,aUt&*@-k'i;&s#
autárquico	,aUt'a*@-kikU
autárquica	,aUt'a*@-kik&
autenticamente	,aUteINt,ik&m'eINty
autenticar	,aUteINtik'ar-
autenticará	,aUteINt,ik&*'a
autenticá	,aUteINtik'a
autenticou	,aUteINtik'ow
autenticarás	,aUteINt,ik&*'as#
autenticámos	,aUteINtik'amUs#
autentiquemos	,aUteINtik'emUs#
autenticássemos	,aUteINtik'asymUs#
autenticaremos	,aUteINt,ik&*'emUs#
autenticaríamos	,aUteINt,ik&*'i;&~mUs#
autenticávamos	,aUteINtik'av&mUs#
autenticáramos	,aUteINtik'a*&mUs#
autenticarmos	,aUteINtik'a*@-mUs#
autenticamos	,aUteINtik'&~mUs#
autenticados	,aUteINtik'adUs#
autenticaríeis	,aUteINt,ik&*'i;eIs#
autenticáveis	,aUteINtik'aveIs#
autentiqueis	,aUteINtik'eIs#
autenticásseis	,aUteINtik'aseIs#
autenticáreis	,aUteINtik'a*eIs#
autenticareis	,aUteINt,ik&*'eIs#
autenticais	,aUteINtik'aIs#
autenticações	,aUteINt,ik&s'o~js#
autentiques	,aUteINt'ikys#
autenticastes	,aUteINtik'as#tys#
autenticasses	,aUteINtik'asys#
autenticadores	,aUteINt,ik&d'o*ys#
autenticardes	,aUteINtik'a*@-dys#
autenticares	,aUteINtik'a*ys#
autenticavas	,aUteINtik'av&s#
autenticadoras	,aUteINt,ik&d'o*&s#
autenticarias	,aUteINt,ik&*'i;&s#
autenticadas	,aUteINtik'ad&s#
autenticaras	,aUteINtik'a*&s#
autenticas	,aUteINt'ik&s#
autenticador	,aUteINt,ik&d'or-
autenticação	,aUteINt,ik&s'&U~
autenticarão	,aUteINt,ik&*'&U~
autenticando	,aUteINtik'&~NdU
autenticado	,aUteINtik'adU
autentico	,aUteINt'ikU
autentiquem	,aUteINt'ikeIN
autenticassem	,aUteINtik'aseIN
autenticarem	,aUteINtik'a*eIN
autenticavam	,aUteINtik'av&U~
autenticariam	,aUteINt,ik&*'i;&U~
autenticaram	,aUteINtik'a*&U~
autenticam	,aUteINt'ik&U~
autentiquei	,aUteINtik'eI
autenticarei	,aUteINt,ik&*'eI
autenticai	,aUteINtik'aI
autentique	,aUteINt'iky
autenticaste	,aUteINtik'as#ty
autenticasse	,aUteINtik'asy
autenticava	,aUteINtik'av&
autenticadora	,aUteINt,ik&d'o*&
autenticaria	,aUteINt,ik&*'i;&
autenticada	,aUteINtik'ad&
autenticara	,aUteINtik'a*&
autentica	,aUteINt'ik&
autenticidade	,aUteINt,isid'ady
autenticidades	,aUteINt,isid'adys#
autêntico	,aUt'eINtikU
autênticas	,aUt'eINtik&s#
autênticos	,aUt'eINtikUs#
autêntica	,aUt'eINtik&
autentificar	,aUteINt,ifik'ar-
autentificará	,aUteINt,ifik&*'a
autentificá	,aUteINt,ifik'a
autentificou	,aUteINt,ifik'ow
autentificarás	,aUteINt,ifik&*'as#
autentificámos	,aUteINt,ifik'amUs#
autentifiquemos	,aUteINt,ifik'emUs#
autentificássemos	,aUteINt,ifik'asymUs#
autentificaremos	,aUteINt,ifik&*'emUs#
autentificaríamos	,aUteINt,ifik&*'i;&~mUs#
autentificávamos	,aUteINt,ifik'av&mUs#
autentificáramos	,aUteINt,ifik'a*&mUs#
autentificarmos	,aUteINt,ifik'a*@-mUs#
autentificamos	,aUteINt,ifik'&~mUs#
autentificados	,aUteINt,ifik'adUs#
autentificaríeis	,aUteINt,ifik&*'i;eIs#
autentificáveis	,aUteINt,ifik'aveIs#
autentifiqueis	,aUteINt,ifik'eIs#
autentificásseis	,aUteINt,ifik'aseIs#
autentificáreis	,aUteINt,ifik'a*eIs#
autentificareis	,aUteINt,ifik&*'eIs#
autentificais	,aUteINt,ifik'aIs#
autentifiques	,aUteINtif'ikys#
autentificastes	,aUteINt,ifik'as#tys#
autentificasses	,aUteINt,ifik'asys#
autentificardes	,aUteINt,ifik'a*@-dys#
autentificares	,aUteINt,ifik'a*ys#
autentificavas	,aUteINt,ifik'av&s#
autentificarias	,aUteINt,ifik&*'i;&s#
autentificadas	,aUteINt,ifik'ad&s#
autentificaras	,aUteINt,ifik'a*&s#
autentificas	,aUteINtif'ik&s#
autentificarão	,aUteINt,ifik&*'&U~
autentificando	,aUteINt,ifik'&~NdU
autentificado	,aUteINt,ifik'adU
autentifico	,aUteINtif'ikU
autentifiquem	,aUteINtif'ikeIN
autentificassem	,aUteINt,ifik'aseIN
autentificarem	,aUteINt,ifik'a*eIN
autentificavam	,aUteINt,ifik'av&U~
autentificariam	,aUteINt,ifik&*'i;&U~
autentificaram	,aUteINt,ifik'a*&U~
autentificam	,aUteINtif'ik&U~
autentifiquei	,aUteINt,ifik'eI
autentificarei	,aUteINt,ifik&*'eI
autentificai	,aUteINt,ifik'aI
autentifique	,aUteINtif'iky
autentificaste	,aUteINt,ifik'as#ty
autentificasse	,aUteINt,ifik'asy
autentificava	,aUteINt,ifik'av&
autentificaria	,aUteINt,ifik&*'i;&
autentificada	,aUteINt,ifik'ad&
autentificara	,aUteINt,ifik'a*&
autentifica	,aUteINtif'ik&
autismo	,aUt'iZmU
autismos	,aUt'iZmUs#
autista	,aUt'is#t&
autistas	,aUt'is#t&s#
auto	'aUtU
autismos	,aUt'iZmUs#
autistas	,aUt'is#t&s#
autos	'aUtUs#
autismo	,aUt'iZmU
autista	,aUt'is#t&
autoajuda	,aUtu&Z'ud&
autoaprendizagem	,aUtu,&pReINdiz'aZeIN
autoavaliação	,aUtu,&v&l,i;&s'&U~
autoavaliações	,aUtu,&v&l,i;&s'o~js#
autoavaliar	,aUtu,&v&li;'ar-
autobiografia	,aUtub,i;ugR&f'i;&
autobiográficos	,aUtub,i;ugR'afikUs#
autobiográficas	,aUtub,i;ugR'afik&s#
autobiografias	,aUtub,i;ugR&f'i;&s#
autobiográfico	,aUtub,i;ugR'afikU
autobiográfica	,aUtub,i;ugR'afik&
autobomba	,aUtub'omb&
autocarro	,aUtuk'axU
autocarros	,aUtuk'axUs#
autocatálise	,aUtuk&t'Alizy
autociclo	,aUtus'iklU
autociclos	,aUtus'iklUs#
autocinese	,aUtusin'Ezy
autocinesia	,aUtus,inyz'i;&
autoclínica	,aUtukl'inik&
autoclismo	,aUtukl'iZmU
autoclismos	,aUtukl'iZmUs#
autocolante	,aUtukul'&~Nty
autocolantes	,aUtukul'&~Ntys#
autocombustão	,aUtuk,umbus#t'&U~
autocondução	,aUtuk,uNdus'&U~
autoconduções	,aUtuk,uNdus'o~js#
autoconfiança	,aUtuk,uNfi;'&~Ns&
autoconsciência	,aUtukuNsj'eINsj&
autoconsciências	,aUtukuNsj'eINsi;&s#
autocontrole	,aUtukuNtR'Oly
autocontrolo	,aUtukuNtR'OlU
autocontrolos	,aUtukuNtR'olUs#
autocópia	,aUtuk'Opj&
autocopiar	,aUtuk,upi;'ar-
autocopiará	,aUtuk,upi;&*'a
autocopiá	,aUtuk,upi;'a
autocopiou	,aUtuk,upi;'ow
autocopiarás	,aUtuk,upi;&*'as#
autocopiámos	,aUtuk,upi;'amUs#
autocopiássemos	,aUtuk,upi;'asymUs#
autocopiaremos	,aUtuk,upi;&*'emUs#
autocopiemos	,aUtuk,upi;'emUs#
autocopiaríamos	,aUtuk,upi;&*'i;&~mUs#
autocopiávamos	,aUtuk,upi;'av&mUs#
autocopiáramos	,aUtuk,upi;'a*&mUs#
autocopiarmos	,aUtuk,upi;'a*@-mUs#
autocopiamos	,aUtuk,upi;'&~mUs#
autocopiados	,aUtuk,upi;'adUs#
autocopiaríeis	,aUtuk,upi;&*'i;eIs#
autocopiáveis	,aUtuk,upi;'aveIs#
autocopiásseis	,aUtuk,upi;'aseIs#
autocopiáreis	,aUtuk,upi;'a*eIs#
autocopiareis	,aUtuk,upi;&*'eIs#
autocopieis	,aUtuk,upi;'eIs#
autocopiais	,aUtuk,upi;'aIs#
autocopiastes	,aUtuk,upi;'as#tys#
autocopiasses	,aUtuk,upi;'asys#
autocopiardes	,aUtuk,upi;'a*@-dys#
autocopiares	,aUtuk,upi;'a*ys#
autocopies	,aUtukup'i;ys#
autocopiavas	,aUtuk,upi;'av&s#
autocopiarias	,aUtuk,upi;&*'i;&s#
autocopiadas	,aUtuk,upi;'ad&s#
autocopiaras	,aUtuk,upi;'a*&s#
autocopias	,aUtukup'i;&s#
autocopiarão	,aUtuk,upi;&*'&U~
autocopiando	,aUtuk,upi;'&~NdU
autocopiado	,aUtuk,upi;'adU
autocopio	,aUtukup'iU
autocopiassem	,aUtuk,upi;'aseIN
autocopiarem	,aUtuk,upi;'a*eIN
autocopiem	,aUtukup'i;eIN
autocopiavam	,aUtuk,upi;'av&U~
autocopiariam	,aUtuk,upi;&*'i;&U~
autocopiaram	,aUtuk,upi;'a*&U~
autocopiam	,aUtukup'i;&U~
autocopiarei	,aUtuk,upi;&*'eI
autocopiei	,aUtuk,upi;'eI
autocopiai	,aUtuk,upi;'aI
autocopiaste	,aUtuk,upi;'as#ty
autocopiasse	,aUtuk,upi;'asy
autocopie	,aUtukup'i;y
autocopiava	,aUtuk,upi;'av&
autocopiaria	,aUtuk,upi;&*'i;&
autocopiada	,aUtuk,upi;'ad&
autocopiara	,aUtuk,upi;'a*&
autocopia	,aUtukup'i;&
autocorreção	,aUtuk,uxys'&U~
autocorreções	,aUtuk,uxys'o~js#
autocorretivo	,aUtuk,uxyt'ivU
autocorretivos	,aUtuk,uxyt'ivUs#
autocorretor	,aUtuk,uxyt'or-
autocorretores	,aUtuk,uxyt'o*ys#
autocracia	,aUtukR&s'i;&
autocráticos	,aUtukR'atikUs#
autocratas	,aUtukR'at&s#
autocráticas	,aUtukR'atik&s#
autocrático	,aUtukR'atikU
autocrata	,aUtukR'at&
autocrática	,aUtukR'atik&
autocrático	,aUtukR'atikU
autocráticas	,aUtukR'atik&s#
autocráticos	,aUtukR'atikUs#
autocraticamente	,aUtukR,&tik&m'eINty
autocrática	,aUtukR'atik&
autocratismo	,aUtukR&t'iZmU
autocratismos	,aUtukR&t'iZmUs#
autocrítica	,aUtukR'itik&
autocromia	,aUtukRum'i;&
autóctone	,aUt'Otuny
autóctones	,aUt'Otunys#
autoctonia	,aUtutun'i;&
autoctonias	,aUtutun'i;&s#
autoctonismo	,aUtutun'iZmU
autoctonismos	,aUtutun'iZmUs#
autodecomposição	,aUtud,ykump,uzis'&U~
autodecomposições	,aUtud,ykump,uzis'o~js#
autodefesa	,aUtudyf'ez&
autodefesas	,aUtudyf'ez&s#
autodestruição	,aUtud,es#tRuis'&U~
autodestruições	,aUtud,es#tRuis'o~js#
autodeterminação	,aUtud,yty*@-m,in&s'&U~
autodeterminações	,aUtud,yty*@-m,in&s'o~js#
autodeterminismo	,aUtud,yty*@-min'iZmU
autodeterminismos	,aUtud,yty*@-min'iZmUs#
autodidata	,aUtudid'at&
autodidatas	,aUtudid'at&s#
autodidática	,aUtudid'atik&
autodigestão	,aUtud,iZys#t'&U~
autodinamia	,aUtud,in&m'i;&
autodinâmico	,aUtudin'&~mikU
autodinâmicas	,aUtudin'&~mik&s#
autodinâmicos	,aUtudin'&~mikUs#
autodinâmica	,aUtudin'&~mik&
autodisciplina	,aUtud,isipl'in&
autódromo	,aUt'OdRumU
autódromos	,aUt'OdRumUs#
autoestima	,aUtuys#t'im&
autoestrada	,aUtuys#tR'ad&
autoestradas	,aUtuys#tR'ad&s#
autofecundação	,aUtuf,eku~Nd&s'&U~
autoformação	,aUtuf,u*@-m&s'&U~
autoformações	,aUtuf,u*@-m&s'o~js#
autofotografia	,aUtuf,utugR&f'i;&
autogamia	,aUtug&m'i;&
autógamo	,aUt'Og&mU
autogéneo	,aUtuZ'Eni;U
autogénese	,aUtuZ'Enyzy
autogenético	,aUtuZyn'EtikU
autogestão	,aUtuZys#t'&U~
autognose	,aUtugn'Ozy
autogolo	,aUtug'OlU
autogolos	,aUtug'olUs#
autogoverno	,aUtuguv'E*@-nU
autogovernos	,aUtuguv'e*@-nUs#
autografar	,aUtugR&f'ar-
autografará	,aUtugR,&f&*'a
autografá	,aUtugR&f'a
autografou	,aUtugR&f'ow
autografarás	,aUtugR,&f&*'as#
autografámos	,aUtugR&f'amUs#
autografássemos	,aUtugR&f'asymUs#
autografaremos	,aUtugR,&f&*'emUs#
autografemos	,aUtugR&f'emUs#
autografaríamos	,aUtugR,&f&*'i;&~mUs#
autografávamos	,aUtugR&f'av&mUs#
autografáramos	,aUtugR&f'a*&mUs#
autografarmos	,aUtugR&f'a*@-mUs#
autografamos	,aUtugR&f'&~mUs#
autografados	,aUtugR&f'adUs#
autografaríeis	,aUtugR,&f&*'i;eIs#
autografáveis	,aUtugR&f'aveIs#
autografásseis	,aUtugR&f'aseIs#
autografáreis	,aUtugR&f'a*eIs#
autografareis	,aUtugR,&f&*'eIs#
autografeis	,aUtugR&f'eIs#
autografais	,aUtugR&f'aIs#
autografastes	,aUtugR&f'as#tys#
autografasses	,aUtugR&f'asys#
autografardes	,aUtugR&f'a*@-dys#
autografares	,aUtugR&f'a*ys#
autografes	,aUtugR'afys#
autografavas	,aUtugR&f'av&s#
autografarias	,aUtugR,&f&*'i;&s#
autografadas	,aUtugR&f'ad&s#
autografaras	,aUtugR&f'a*&s#
autografas	,aUtugR'af&s#
autografarão	,aUtugR,&f&*'&U~
autografando	,aUtugR&f'&~NdU
autografado	,aUtugR&f'adU
autografo	,aUtugR'afU
autografassem	,aUtugR&f'aseIN
autografarem	,aUtugR&f'a*eIN
autografem	,aUtugR'afeIN
autografavam	,aUtugR&f'av&U~
autografariam	,aUtugR,&f&*'i;&U~
autografaram	,aUtugR&f'a*&U~
autografam	,aUtugR'af&U~
autografarei	,aUtugR,&f&*'eI
autografei	,aUtugR&f'eI
autografai	,aUtugR&f'aI
autografaste	,aUtugR&f'as#ty
autografasse	,aUtugR&f'asy
autografe	,aUtugR'afy
autografava	,aUtugR&f'av&
autografaria	,aUtugR,&f&*'i;&
autografada	,aUtugR&f'ad&
autografara	,aUtugR&f'a*&
autografa	,aUtugR'af&
autografia	,aUtugR&f'i;&
autográficos	,aUtugR'afikUs#
autográficas	,aUtugR'afik&s#
autográfico	,aUtugR'afikU
autográfica	,aUtugR'afik&
autográfico	,aUtugR'afikU
autográficas	,aUtugR'afik&s#
autográficos	,aUtugR'afikUs#
autográfica	,aUtugR'afik&
autógrafo	,aUt'OgR&fU
autógrafos	,aUt'OgR&fUs#
automação	,aUtum&s'&U~
automações	,aUtum&s'o~js#
automático	,aUtum'atikU
automáticas	,aUtum'atik&s#
automáticos	,aUtum'atikUs#
automaticamente	,aUtum,&tik&m'eINty
automática	,aUtum'atik&
automatismo	,aUtum&t'iZmU
automatismos	,aUtum&t'iZmUs#
automatização	,aUtum,&tiz&s'&U~
automatizar	,aUtum,&tiz'ar-
automatizará	,aUtum,&tiz&*'a
automatizá	,aUtum,&tiz'a
automatizou	,aUtum,&tiz'ow
automatizarás	,aUtum,&tiz&*'as#
automatizámos	,aUtum,&tiz'amUs#
automatizássemos	,aUtum,&tiz'asymUs#
automatizaremos	,aUtum,&tiz&*'emUs#
automatizemos	,aUtum,&tiz'emUs#
automatizaríamos	,aUtum,&tiz&*'i;&~mUs#
automatizávamos	,aUtum,&tiz'av&mUs#
automatizáramos	,aUtum,&tiz'a*&mUs#
automatizarmos	,aUtum,&tiz'a*@-mUs#
automatizamos	,aUtum,&tiz'&~mUs#
automatizados	,aUtum,&tiz'adUs#
automatizaríeis	,aUtum,&tiz&*'i;eIs#
automatizáveis	,aUtum,&tiz'aveIs#
automatizásseis	,aUtum,&tiz'aseIs#
automatizáreis	,aUtum,&tiz'a*eIs#
automatizareis	,aUtum,&tiz&*'eIs#
automatizeis	,aUtum,&tiz'eIs#
automatizais	,aUtum,&tiz'aIs#
automatizações	,aUtum,&tiz&s'o~js#
automatizastes	,aUtum,&tiz'as#tys#
automatizasses	,aUtum,&tiz'asys#
automatizardes	,aUtum,&tiz'a*@-dys#
automatizares	,aUtum,&tiz'a*ys#
automatizes	,aUtum&t'izys#
automatizavas	,aUtum,&tiz'av&s#
automatizarias	,aUtum,&tiz&*'i;&s#
automatizadas	,aUtum,&tiz'ad&s#
automatizaras	,aUtum,&tiz'a*&s#
automatizas	,aUtum&t'iz&s#
automatização	,aUtum,&tiz&s'&U~
automatizarão	,aUtum,&tiz&*'&U~
automatizando	,aUtum,&tiz'&~NdU
automatizado	,aUtum,&tiz'adU
automatizo	,aUtum&t'izU
automatizassem	,aUtum,&tiz'aseIN
automatizarem	,aUtum,&tiz'a*eIN
automatizem	,aUtum&t'izeIN
automatizavam	,aUtum,&tiz'av&U~
automatizariam	,aUtum,&tiz&*'i;&U~
automatizaram	,aUtum,&tiz'a*&U~
automatizam	,aUtum&t'iz&U~
automatizarei	,aUtum,&tiz&*'eI
automatizei	,aUtum,&tiz'eI
automatizai	,aUtum,&tiz'aI
automatizaste	,aUtum,&tiz'as#ty
automatizasse	,aUtum,&tiz'asy
automatize	,aUtum&t'izy
automatizava	,aUtum,&tiz'av&
automatizaria	,aUtum,&tiz&*'i;&
automatizada	,aUtum,&tiz'ad&
automatizara	,aUtum,&tiz'a*&
automatiza	,aUtum&t'iz&
autómato	,aUt'Om&tU
autómatos	,aUt'Om&tUs#
automobilismo	,aUtum,ubil'iZmU
automobilismos	,aUtum,ubil'iZmUs#
automobilista	,aUtum,ubil'is#t&
automobilistas	,aUtum,ubil'is#t&s#
automobilístico	,aUtum,ubil'is#tikU
automobilísticas	,aUtum,ubil'is#tik&s#
automobilísticos	,aUtum,ubil'is#tikUs#
automobilística	,aUtum,ubil'is#tik&
automobilizar	,aUtum,ubiliz'ar-
automobilizará	,aUtum,ubil,iz&*'a
automobilizá	,aUtum,ubiliz'a
automobilizou	,aUtum,ubiliz'ow
automobilizarás	,aUtum,ubil,iz&*'as#
automobilizámos	,aUtum,ubiliz'amUs#
automobilizássemos	,aUtum,ubiliz'asymUs#
automobilizaremos	,aUtum,ubil,iz&*'emUs#
automobilizemos	,aUtum,ubiliz'emUs#
automobilizaríamos	,aUtum,ubil,iz&*'i;&~mUs#
automobilizávamos	,aUtum,ubiliz'av&mUs#
automobilizáramos	,aUtum,ubiliz'a*&mUs#
automobilizarmos	,aUtum,ubiliz'a*@-mUs#
automobilizamos	,aUtum,ubiliz'&~mUs#
automobilizados	,aUtum,ubiliz'adUs#
automobilizaríeis	,aUtum,ubil,iz&*'i;eIs#
automobilizáveis	,aUtum,ubiliz'aveIs#
automobilizásseis	,aUtum,ubiliz'aseIs#
automobilizáreis	,aUtum,ubiliz'a*eIs#
automobilizareis	,aUtum,ubil,iz&*'eIs#
automobilizeis	,aUtum,ubiliz'eIs#
automobilizais	,aUtum,ubiliz'aIs#
automobilizastes	,aUtum,ubiliz'as#tys#
automobilizasses	,aUtum,ubiliz'asys#
automobilizardes	,aUtum,ubiliz'a*@-dys#
automobilizares	,aUtum,ubiliz'a*ys#
automobilizes	,aUtum,ubil'izys#
automobilizavas	,aUtum,ubiliz'av&s#
automobilizarias	,aUtum,ubil,iz&*'i;&s#
automobilizadas	,aUtum,ubiliz'ad&s#
automobilizaras	,aUtum,ubiliz'a*&s#
automobilizas	,aUtum,ubil'iz&s#
automobilizarão	,aUtum,ubil,iz&*'&U~
automobilizando	,aUtum,ubiliz'&~NdU
automobilizado	,aUtum,ubiliz'adU
automobilizo	,aUtum,ubil'izU
automobilizassem	,aUtum,ubiliz'aseIN
automobilizarem	,aUtum,ubiliz'a*eIN
automobilizem	,aUtum,ubil'izeIN
automobilizavam	,aUtum,ubiliz'av&U~
automobilizariam	,aUtum,ubil,iz&*'i;&U~
automobilizaram	,aUtum,ubiliz'a*&U~
automobilizam	,aUtum,ubil'iz&U~
automobilizarei	,aUtum,ubil,iz&*'eI
automobilizei	,aUtum,ubiliz'eI
automobilizai	,aUtum,ubiliz'aI
automobilizaste	,aUtum,ubiliz'as#ty
automobilizasse	,aUtum,ubiliz'asy
automobilize	,aUtum,ubil'izy
automobilizava	,aUtum,ubiliz'av&
automobilizaria	,aUtum,ubil,iz&*'i;&
automobilizada	,aUtum,ubiliz'ad&
automobilizara	,aUtum,ubiliz'a*&
automobiliza	,aUtum,ubil'iz&
automorfismo	,aUtumu*@-f'iZmU
automórficos	,aUtum'O*@-fikUs#
automórficas	,aUtum'O*@-fik&s#
automorfismos	,aUtumu*@-f'iZmUs#
automórfico	,aUtum'O*@-fikU
automórfica	,aUtum'O*@-fik&
automotor	,aUtumut'or-
automotoras	,aUtumut'o*&s#
automotora	,aUtumut'o*&
automotora	,aUtumut'o*&
automóvel	,aUtum'Ov,El
automóveis	,aUtum'OveIs#
autónimo	,aUt'OnimU
autonomamente	,aUtun,um&m'eINty
autonomia	,aUtunum'i;&
autonomismos	,aUtunum'iZmUs#
autonómicos	,aUtun'OmikUs#
autonomistas	,aUtunum'is#t&s#
autonómicas	,aUtun'Omik&s#
autonomias	,aUtunum'i;&s#
autonomismo	,aUtunum'iZmU
autonómico	,aUtun'OmikU
autonomista	,aUtunum'is#t&
autonómica	,aUtun'Omik&
autonomizar	,aUtun,umiz'ar-
autonomizará	,aUtun,umiz&*'a
autonomizá	,aUtun,umiz'a
autonomizou	,aUtun,umiz'ow
autonomizarás	,aUtun,umiz&*'as#
autonomizámos	,aUtun,umiz'amUs#
autonomizássemos	,aUtun,umiz'asymUs#
autonomizaremos	,aUtun,umiz&*'emUs#
autonomizemos	,aUtun,umiz'emUs#
autonomizaríamos	,aUtun,umiz&*'i;&~mUs#
autonomizávamos	,aUtun,umiz'av&mUs#
autonomizáramos	,aUtun,umiz'a*&mUs#
autonomizarmos	,aUtun,umiz'a*@-mUs#
autonomizamos	,aUtun,umiz'&~mUs#
autonomizados	,aUtun,umiz'adUs#
autonomizaríeis	,aUtun,umiz&*'i;eIs#
autonomizáveis	,aUtun,umiz'aveIs#
autonomizásseis	,aUtun,umiz'aseIs#
autonomizáreis	,aUtun,umiz'a*eIs#
autonomizareis	,aUtun,umiz&*'eIs#
autonomizeis	,aUtun,umiz'eIs#
autonomizais	,aUtun,umiz'aIs#
autonomizações	,aUtun,umiz&s'o~js#
autonomizastes	,aUtun,umiz'as#tys#
autonomizantes	,aUtun,umiz'&~Ntys#
autonomizasses	,aUtun,umiz'asys#
autonomizardes	,aUtun,umiz'a*@-dys#
autonomizares	,aUtun,umiz'a*ys#
autonomizes	,aUtunum'izys#
autonomizavas	,aUtun,umiz'av&s#
autonomizarias	,aUtun,umiz&*'i;&s#
autonomizadas	,aUtun,umiz'ad&s#
autonomizaras	,aUtun,umiz'a*&s#
autonomizas	,aUtunum'iz&s#
autonomização	,aUtun,umiz&s'&U~
autonomizarão	,aUtun,umiz&*'&U~
autonomizando	,aUtun,umiz'&~NdU
autonomizado	,aUtun,umiz'adU
autonomizo	,aUtunum'izU
autonomizassem	,aUtun,umiz'aseIN
autonomizarem	,aUtun,umiz'a*eIN
autonomizem	,aUtunum'izeIN
autonomizavam	,aUtun,umiz'av&U~
autonomizariam	,aUtun,umiz&*'i;&U~
autonomizaram	,aUtun,umiz'a*&U~
autonomizam	,aUtunum'iz&U~
autonomizarei	,aUtun,umiz&*'eI
autonomizei	,aUtun,umiz'eI
autonomizai	,aUtun,umiz'aI
autonomizaste	,aUtun,umiz'as#ty
autonomizante	,aUtun,umiz'&~Nty
autonomizasse	,aUtun,umiz'asy
autonomize	,aUtunum'izy
autonomizava	,aUtun,umiz'av&
autonomizaria	,aUtun,umiz&*'i;&
autonomizada	,aUtun,umiz'ad&
autonomizara	,aUtun,umiz'a*&
autonomiza	,aUtunum'iz&
autónomo	,aUt'OnumU
autónomas	,aUt'Onum&s#
autónomos	,aUt'OnumUs#
autónoma	,aUt'Onum&
autopiano	,aUtupi;'&~nU
autoplastia	,aUtupl&s#t'i;&
autópsia	,aUt'Opsj&
autópsias	,aUt'Opsi;&s#
autopsiar	,aUtupsi;'ar-
autopsiará	,aUtups,i;&*'a
autopsiá	,aUtupsi;'a
autopsiou	,aUtupsi;'ow
autopsiarás	,aUtups,i;&*'as#
autopsiámos	,aUtupsi;'amUs#
autopsiássemos	,aUtupsi;'asymUs#
autopsiaremos	,aUtups,i;&*'emUs#
autopsiemos	,aUtupsi;'emUs#
autopsiaríamos	,aUtups,i;&*'i;&~mUs#
autopsiávamos	,aUtupsi;'av&mUs#
autopsiáramos	,aUtupsi;'a*&mUs#
autopsiarmos	,aUtupsi;'a*@-mUs#
autopsiamos	,aUtupsi;'&~mUs#
autopsiados	,aUtupsi;'adUs#
autopsiaríeis	,aUtups,i;&*'i;eIs#
autopsiáveis	,aUtupsi;'aveIs#
autopsiásseis	,aUtupsi;'aseIs#
autopsiáreis	,aUtupsi;'a*eIs#
autopsiareis	,aUtups,i;&*'eIs#
autopsieis	,aUtupsi;'eIs#
autopsiais	,aUtupsi;'aIs#
autopsiastes	,aUtupsi;'as#tys#
autopsiasses	,aUtupsi;'asys#
autopsiardes	,aUtupsi;'a*@-dys#
autopsiares	,aUtupsi;'a*ys#
autopsies	,aUtups'i;ys#
autopsiavas	,aUtupsi;'av&s#
autopsiarias	,aUtups,i;&*'i;&s#
autopsiadas	,aUtupsi;'ad&s#
autopsiaras	,aUtupsi;'a*&s#
autopsias	,aUtups'i;&s#
autopsiarão	,aUtups,i;&*'&U~
autopsiando	,aUtupsi;'&~NdU
autopsiado	,aUtupsi;'adU
autopsio	,aUtups'iU
autopsiassem	,aUtupsi;'aseIN
autopsiarem	,aUtupsi;'a*eIN
autopsiem	,aUtups'i;eIN
autopsiavam	,aUtupsi;'av&U~
autopsiariam	,aUtups,i;&*'i;&U~
autopsiaram	,aUtupsi;'a*&U~
autopsiam	,aUtups'i;&U~
autopsiarei	,aUtups,i;&*'eI
autopsiei	,aUtupsi;'eI
autopsiai	,aUtupsi;'aI
autopsiaste	,aUtupsi;'as#ty
autopsiasse	,aUtupsi;'asy
autopsie	,aUtups'i;y
autopsiava	,aUtupsi;'av&
autopsiaria	,aUtups,i;&*'i;&
autopsiada	,aUtupsi;'ad&
autopsiara	,aUtupsi;'a*&
autopsia	,aUtups'i;&
autopsicografia	,aUtups,ikugR&f'i;&
autopsicografias	,aUtups,ikugR&f'i;&s#
autóptico	,aUt'OptikU
autópticas	,aUt'Optik&s#
autópticos	,aUt'OptikUs#
autóptica	,aUt'Optik&
autor	aUt'or-
autores	,aUt'o*ys#
autoras	,aUt'o*&s#
autora	,aUt'o*&
autoria	,aUtu*'i;&
autoridade	,aUtu*id'ady
autoridades	,aUtu*id'adys#
autoritário	,aUtu*it'a*jU
autoritariedades	,aUtu*,it&*,i;yd'adys#
autoritárias	,aUtu*it'a*i;&s#
autoritários	,aUtu*it'a*iUs#
autoritariedade	,aUtu*,it&*,i;yd'ady
autoritária	,aUtu*it'a*j&
autoritarismo	,aUtu*,it&*'iZmU
autoritarismos	,aUtu*,it&*'iZmUs#
autorizador	,aUtu*,iz&d'or-
autorizar	,aUtu*iz'ar-
autorizará	,aUtu*,iz&*'a
autorizá	,aUtu*iz'a
autorizou	,aUtu*iz'ow
autorizarás	,aUtu*,iz&*'as#
autorizámos	,aUtu*iz'amUs#
autorizássemos	,aUtu*iz'asymUs#
