aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
satiricamente	sˌatʃiɾˌikɐmˈeɪŋtʃɪ	sˌatʃiɾikɐmˈeɪŋtʃɪ
satisfatoriamente	sˌatʃisfˌatoɾˌiɐmˈeɪŋtʃɪ	sˌatʃisfˌatoɾiɐmˈeɪŋtʃɪ
saudavelmente	sˌaʊdavɛʊmˈeɪŋtʃɪ	sˌaʊdavɛʊmˈeɪŋtʃɪ
sazonalmente	sˌazonaʊmˈeɪŋtʃɪ	sˌazonaʊmˈeɪŋtʃɪ
secamente	sˌekɐmˈeɪŋtʃɪ	sɛkɐmˈeɪŋtʃɪ
secretamente	sˌekɾetɐmˈeɪŋtʃɪ	sˌekɾɛtɐmˈeɪŋtʃɪ
secularmente	sˌekulaɾmˈeɪŋtʃɪ	sˌekulaɾmˈeɪŋtʃɪ
secundariamente	sˌekũŋdˌaɾiɐmˈeɪŋtʃɪ	sˌekũŋdˌaɾiɐmˈeɪŋtʃɪ
sedimente	sˌedʒimˈeɪŋtʃɪ	sˌedʒimˈeɪŋtʃɪ
segmente	sˌeɡmˈeɪŋtʃɪ	sˌeɡmˈeɪŋtʃɪ
seguidamente	sˌeɡidɐmˈeɪŋtʃɪ	sˌeɡidɐmˈeɪŋtʃɪ
seguintemente	sˌeɡiŋtemˈeɪŋtʃɪ	sˌeɡiŋtʃɪmˈeɪŋtʃɪ
seguramente	sˌeɡuɾɐmˈeɪŋtʃɪ	sˌeɡuɾɐmˈeɪŋtʃɪ
seletivamente	sˌeletʃˌivɐmˈeɪŋtʃɪ	sˌeletʃivɐmˈeɪŋtʃɪ
selvaticamente	sˌɛʊvatʃˌikɐmˈeɪŋtʃɪ	sˌɛʊvatʃikɐmˈeɪŋtʃɪ
semanalmente	sˌemɐnaʊmˈeɪŋtʃɪ	sˌemɐ̃naʊmˈeɪŋtʃɪ
semanticamente	sˌemɐ̃ŋtʃˌikɐmˈeɪŋtʃɪ	sˌemɐ̃ŋtʃikɐmˈeɪŋtʃɪ
semente	sˌemˈeɪŋtʃɪ	sˌemˈeɪŋtʃɪ
semestralmente	sˌemestɾaʊmˈeɪŋtʃɪ	sˌemestɾaʊmˈeɪŋtʃɪ
sensatamente	sˌeɪŋsatɐmˈeɪŋtʃɪ	sˌeɪŋsatɐmˈeɪŋtʃɪ
sensitivamente	sˌeɪŋsitʃˌivɐmˈeɪŋtʃɪ	sˌeɪŋsitʃivɐmˈeɪŋtʃɪ
sensivelmente	sˌeɪŋsivɛʊmˈeɪŋtʃɪ	sˌeɪŋsivɛʊmˈeɪŋtʃɪ
sensualmente	sˌeɪŋsuaʊmˈeɪŋtʃɪ	sˌeɪŋsuaʊmˈeɪŋtʃɪ
sentidamente	sˌeɪŋtʃidɐmˈeɪŋtʃɪ	sˌeɪŋtʃidɐmˈeɪŋtʃɪ
sentimentalmente	sˌeɪŋtʃimˌeɪŋtaʊmˈeɪŋtʃɪ	sˌeɪŋtʃimˌeɪŋtaʊmˈeɪŋtʃɪ
separadamente	sˌepaɾˌadɐmˈeɪŋtʃɪ	sˌepaɾadɐmˈeɪŋtʃɪ
sequencialmente	sˌekweɪŋsˌiaʊmˈeɪŋtʃɪ	sˌekweɪŋsˌiaʊmˈeɪŋtʃɪ
seqüencialmente	sˌekweɪŋsˌiaʊmˈeɪŋtʃɪ	sˌekweɪŋsˌiaʊmˈeɪŋtʃɪ
serenamente	sˌeɾenɐmˈeɪŋtʃɪ	sˌeɾenɐmˈeɪŋtʃɪ
seriamente	sˌeɾiɐmˈeɪŋtʃɪ	sˈeɾiɐmˌeɪŋtʃɪ
serodiamente	sˌeɾodʒˌiɐmˈeɪŋtʃɪ	sˌeɾodʒiɐmˈeɪŋtʃɪ
severamente	sˌeveɾɐmˈeɪŋtʃɪ	sˌevɛɾɐmˈeɪŋtʃɪ
sexuadamente	sˌeksuˌadɐmˈeɪŋtʃɪ	sˌeksuadɐmˈeɪŋtʃɪ
sexualmente	sˌeksuaʊmˈeɪŋtʃɪ	sˌeksuaʊmˈeɪŋtʃɪ
significativamente	sˌiɡnifˌikatʃˌivɐmˈeɪŋtʃɪ	sˌiɡnifˌikatʃivɐmˈeɪŋtʃɪ
silenciosamente	sˌileɪŋsˌiozɐmˈeɪŋtʃɪ	sˌileɪŋsˌiɔzɐmˈeɪŋtʃɪ
simbolicamente	sˌimbolˌikɐmˈeɪŋtʃɪ	sˌimbolikɐmˈeɪŋtʃɪ
simetricamente	sˌimetɾˌikɐmˈeɪŋtʃɪ	sˌimetɾikɐmˈeɪŋtʃɪ
similarmente	sˌimilaɾmˈeɪŋtʃɪ	sˌimilaɾmˈeɪŋtʃɪ
simpaticamente	sˌimpatʃˌikɐmˈeɪŋtʃɪ	sˌimpatʃikɐmˈeɪŋtʃɪ
simplesmente	sˌimplezmˈeɪŋtʃɪ	simplɪsmˈeɪŋtʃɪ
simplicissimamente	sˌimplisˌisimɐmˈeɪŋtʃɪ	sˌimplisˌisimɐmˈeɪŋtʃɪ
simultaneamente	sˌimuwtˌɐneɐmˈeɪŋtʃɪ	sˌimuwtˌɐneɐmˈeɪŋtʃɪ
sinceramente	sˌiŋseɾɐmˈeɪŋtʃɪ	sˌiŋsɛɾɐmˈeɪŋtʃɪ
sincronizadamente	sˌiŋkɾonˌizadɐmˈeɪŋtʃɪ	sˌiŋkɾonˌizadɐmˈeɪŋtʃɪ
singularmente	sˌiŋɡulaɾmˈeɪŋtʃɪ	sˌiŋɡulaɾmˈeɪŋtʃɪ
sinistramente	sˌinistɾɐmˈeɪŋtʃɪ	sˌinistɾɐmˈeɪŋtʃɪ
sintaticamente	sˌiŋtatʃˌikɐmˈeɪŋtʃɪ	sˌiŋtatʃikɐmˈeɪŋtʃɪ
sinteticamente	sˌiŋtetʃˌikɐmˈeɪŋtʃɪ	sˌiŋtetʃikɐmˈeɪŋtʃɪ
sintomaticamente	sˌiŋtomˌatʃikɐmˈeɪŋtʃɪ	sˌiŋtomˌatʃikɐmˈeɪŋtʃɪ
sinuosamente	sˌinwozɐmˈeɪŋtʃɪ	sˌinwɔzɐmˈeɪŋtʃɪ
sistematicamente	sˌistemˌatʃikɐmˈeɪŋtʃɪ	sˌistemˌatʃikɐmˈeɪŋtʃɪ
sisudamente	sˌizudɐmˈeɪŋtʃɪ	sˌizudɐmˈeɪŋtʃɪ
sobejamente	sˌobeʒɐmˈeɪŋtʃɪ	sˌobeʒɐmˈeɪŋtʃɪ
soberanamente	sˌobeɾˌɐnɐmˈeɪŋtʃɪ	sˌobeɾɐ̃nɐmˈeɪŋtʃɪ
sobrealimente	sobɾeˌalimˈeɪŋtʃɪ	sobɾeˌalimˈeɪŋtʃɪ
sobriamente	sˌobɾiɐmˈeɪŋtʃɪ	sˌobɾiɐmˈeɪŋtʃɪ
socialmente	sˌosiaʊmˈeɪŋtʃɪ	sˌosiaʊmˈeɪŋtʃɪ
socraticamente	sˌokɾatʃˌikɐmˈeɪŋtʃɪ	sˌokɾatʃikɐmˈeɪŋtʃɪ
sofregamente	sˌofɾeɡɐmˈeɪŋtʃɪ	sˌofɾɛɡɐmˈeɪŋtʃɪ
sofrivelmente	sˌofɾivɛʊmˈeɪŋtʃɪ	sˌofɾivɛʊmˈeɪŋtʃɪ
solapadamente	sˌolapˌadɐmˈeɪŋtʃɪ	sˌolapadɐmˈeɪŋtʃɪ
solenemente	sˌolenemˈeɪŋtʃɪ	sˌolenɪmˈeɪŋtʃɪ
solidamente	sˌolidɐmˈeɪŋtʃɪ	sˌolidɐmˈeɪŋtʃɪ
solidariamente	sˌolidˌaɾiɐmˈeɪŋtʃɪ	sˌolidˌaɾiɐmˈeɪŋtʃɪ
somente	sˌomˈeɪŋtʃɪ	sˌomˈeɪŋtʃɪ
sonegadamente	sˌoneɡˌadɐmˈeɪŋtʃɪ	sˌoneɡadɐmˈeɪŋtʃɪ
sonolentamente	sˌonolˌeɪŋtɐmˈeɪŋtʃɪ	sˌonoleɪŋtɐmˈeɪŋtʃɪ
sonoramente	sˌonoɾɐmˈeɪŋtʃɪ	sˌonɔɾɐmˈeɪŋtʃɪ
sorrateiramente	sˌoxatˌeɪɾɐmˈeɪŋtʃɪ	sˌoxateɪɾɐmˈeɪŋtʃɪ
sossegadamente	sˌoseɡˌadɐmˈeɪŋtʃɪ	sˌoseɡadɐmˈeɪŋtʃɪ
soturnamente	sˌotuɾnɐmˈeɪŋtʃɪ	sˌotuɾnɐmˈeɪŋtʃɪ
suavemente	sˌuavemˈeɪŋtʃɪ	sˌuavɪmˈeɪŋtʃɪ
subalimente	sˌubalimˈeɪŋtʃɪ	sˌubalimˈeɪŋtʃɪ
subconjuntamente	sˌubkoŋʒˌũŋtɐmˈeɪŋtʃɪ	sˌubkoŋʒũŋtɐmˈeɪŋtʃɪ
subdesenvolvidamente	sˌubdezˌeɪŋvoʊvˌidɐmˈeɪŋtʃɪ	sˌubdezˌeɪŋvoʊvidɐmˈeɪŋtʃɪ
subitamente	sˌubitɐmˈeɪŋtʃɪ	sˌubitɐmˈeɪŋtʃɪ
subjetivamente	sˌubʒetʃˌivɐmˈeɪŋtʃɪ	sˌubʒetʃivɐmˈeɪŋtʃɪ
submarginalmente	sˌubmaɾʒˌinaʊmˈeɪŋtʃɪ	sˌubmaɾʒˌinaʊmˈeɪŋtʃɪ
subobjetivamente	sˌubobʒˌetʃivɐmˈeɪŋtʃɪ	sˌubobʒˌetʃivɐmˈeɪŋtʃɪ
suboficialmente	sˌubofˌisiaʊmˈeɪŋtʃɪ	sˌubofˌisiaʊmˈeɪŋtʃɪ
subordinadamente	sˌuboɾdʒˌinadɐmˈeɪŋtʃɪ	sˌuboɾdʒˌinadɐmˈeɪŋtʃɪ
subprodutivamente	sˌubpɾodˌutʃivɐmˈeɪŋtʃɪ	sˌubpɾodˌutʃivɐmˈeɪŋtʃɪ
subsequentemente	sˌubsekwˌeɪŋtemˈeɪŋtʃɪ	sˌubsekweɪŋtʃɪmˈeɪŋtʃɪ
subseqüentemente	sˌubsekwˌeɪŋtemˈeɪŋtʃɪ	sˌubsekweɪŋtʃɪmˈeɪŋtʃɪ
substancialmente	sˌubstɐ̃ŋsˌiaʊmˈeɪŋtʃɪ	sˌubstɐ̃ŋsˌiaʊmˈeɪŋtʃɪ
substantivamente	sˌubstɐ̃ŋtʃˌivɐmˈeɪŋtʃɪ	sˌubstɐ̃ŋtʃivɐmˈeɪŋtʃɪ
subtilmente	sˌubtʃiʊmˈeɪŋtʃɪ	sˌubtʃiʊmˈeɪŋtʃɪ
sucessivamente	sˌusesˌivɐmˈeɪŋtʃɪ	sˌusesivɐmˈeɪŋtʃɪ
sucintamente	sˌusiŋtɐmˈeɪŋtʃɪ	sˌusiŋtɐmˈeɪŋtʃɪ
suficientemente	sˌufisˌieɪŋtemˈeɪŋtʃɪ	sˌufisˌieɪŋtʃɪmˈeɪŋtʃɪ
sugestivamente	sˌuʒestʃˌivɐmˈeɪŋtʃɪ	sˌuʒestʃivɐmˈeɪŋtʃɪ
sumamente	sˌumɐmˈeɪŋtʃɪ	sumɐmˈeɪŋtʃɪ
sumariamente	sˌumaɾˌiɐmˈeɪŋtʃɪ	sˌumaɾiɐmˈeɪŋtʃɪ
sumptuosamente	sˌũmptwozɐmˈeɪŋtʃɪ	sˌũmptwɔzɐmˈeɪŋtʃɪ
superalimente	sˌupeɾˌalimˈeɪŋtʃɪ	sˌupeɾˌalimˈeɪŋtʃɪ
superficialmente	sˌupeɾfˌisiaʊmˈeɪŋtʃɪ	sˌupeɾfˌisiaʊmˈeɪŋtʃɪ
superiormente	sˌupeɾˌioɾmˈeɪŋtʃɪ	sˌupeɾˌioɾmˈeɪŋtʃɪ
superlativamente	sˌupeɾlˌatʃivɐmˈeɪŋtʃɪ	sˌupeɾlˌatʃivɐmˈeɪŋtʃɪ
suplemente	sˌuplemˈeɪŋtʃɪ	suplɪmˈeɪŋtʃɪ
supletivamente	sˌupletʃˌivɐmˈeɪŋtʃɪ	sˌupletʃivɐmˈeɪŋtʃɪ
suportadamente	sˌupoɾtˌadɐmˈeɪŋtʃɪ	sˌupoɾtadɐmˈeɪŋtʃɪ
supostamente	sˌupostɐmˈeɪŋtʃɪ	sˌupɔstɐmˈeɪŋtʃɪ
surdamente	sˌuɾdɐmˈeɪŋtʃɪ	suɾdɐmˈeɪŋtʃɪ
surpreendentemente	sˌuɾpɾeˌeɪŋdeɪŋtemˈeɪŋtʃɪ	sˌuɾpɾeˌeɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
surrealmente	sˌuxeaʊmˈeɪŋtʃɪ	sˌuxeaʊmˈeɪŋtʃɪ
suscetivelmente	sˌusetʃˌivɛʊmˈeɪŋtʃɪ	sˌusetʃˌivɛʊmˈeɪŋtʃɪ
suspeitosamente	sˌuspeɪtˌozɐmˈeɪŋtʃɪ	sˌuspeɪtɔzɐmˈeɪŋtʃɪ
tacitamente	tˌasitɐmˈeɪŋtʃɪ	tˌasitɐmˈeɪŋtʃɪ
tardiamente	tˌaɾdʒiɐmˈeɪŋtʃɪ	tˌaɾdʒiɐmˈeɪŋtʃɪ
taticamente	tˌatʃikɐmˈeɪŋtʃɪ	tˌatʃikɐmˈeɪŋtʃɪ
taxativamente	tˌaʃatʃˌivɐmˈeɪŋtʃɪ	tˌaʃatʃivɐmˈeɪŋtʃɪ
teatralmente	tˌeatɾaʊmˈeɪŋtʃɪ	tˌeatɾaʊmˈeɪŋtʃɪ
tecnicamente	tˌeknikɐmˈeɪŋtʃɪ	tˌeknikɐmˈeɪŋtʃɪ
tecnologicamente	tˌeknolˌoʒikɐmˈeɪŋtʃɪ	tˌeknolˌoʒikɐmˈeɪŋtʃɪ
teimosamente	tˌeɪmozɐmˈeɪŋtʃɪ	tˌeɪmɔzɐmˈeɪŋtʃɪ
telefonicamente	tˌelefˌonikɐmˈeɪŋtʃɪ	tˌelefˌonikɐmˈeɪŋtʃɪ
telegraficamente	tˌeleɡɾˌafikɐmˈeɪŋtʃɪ	tˌeleɡɾˌafikɐmˈeɪŋtʃɪ
telepaticamente	tˌelepˌatʃikɐmˈeɪŋtʃɪ	tˌelepˌatʃikɐmˈeɪŋtʃɪ
telescopicamente	tˌeleskˌopikɐmˈeɪŋtʃɪ	tˌeleskˌopikɐmˈeɪŋtʃɪ
tematicamente	tˌematʃˌikɐmˈeɪŋtʃɪ	tˌematʃikɐmˈeɪŋtʃɪ
temente	tˌemˈeɪŋtʃɪ	tˌemˈeɪŋtʃɪ
temerariamente	tˌemeɾˌaɾiɐmˈeɪŋtʃɪ	tˌemeɾˌaɾiɐmˈeɪŋtʃɪ
temerosamente	tˌemeɾˌozɐmˈeɪŋtʃɪ	tˌemeɾɔzɐmˈeɪŋtʃɪ
temorosamente	tˌemoɾˌozɐmˈeɪŋtʃɪ	tˌemoɾɔzɐmˈeɪŋtʃɪ
temperadamente	tˌeɪmpeɾˌadɐmˈeɪŋtʃɪ	tˌeɪmpeɾadɐmˈeɪŋtʃɪ
temperamentalmente	tˌeɪmpeɾˌɐmeɪŋtaʊmˈeɪŋtʃɪ	tˌeɪmpeɾˌɐmeɪŋtaʊmˈeɪŋtʃɪ
tempestuosamente	tˌeɪmpestwˌozɐmˈeɪŋtʃɪ	tˌeɪmpestwɔzɐmˈeɪŋtʃɪ
temporalmente	tˌeɪmpoɾaʊmˈeɪŋtʃɪ	tˌeɪmpoɾaʊmˈeɪŋtʃɪ
temporariamente	tˌeɪmpoɾˌaɾiɐmˈeɪŋtʃɪ	tˌeɪmpoɾˌaɾiɐmˈeɪŋtʃɪ
tenazmente	tˌenazmˈeɪŋtʃɪ	tˌenasmˈeɪŋtʃɪ
tendencialmente	tˌeɪŋdeɪŋsˌiaʊmˈeɪŋtʃɪ	tˌeɪŋdeɪŋsˌiaʊmˈeɪŋtʃɪ
tensamente	tˌeɪŋsɐmˈeɪŋtʃɪ	teɪŋsɐmˈeɪŋtʃɪ
tentadoramente	tˌeɪŋtadˌoɾɐmˈeɪŋtʃɪ	tˌeɪŋtadoɾɐmˈeɪŋtʃɪ
tentativamente	tˌeɪŋtatʃˌivɐmˈeɪŋtʃɪ	tˌeɪŋtatʃivɐmˈeɪŋtʃɪ
tenuemente	tˌenuemˈeɪŋtʃɪ	tˌenuɪmˈeɪŋtʃɪ
teologicamente	tˌeolˌoʒikɐmˈeɪŋtʃɪ	tˌeolˌoʒikɐmˈeɪŋtʃɪ
teoricamente	tˌeoɾˌikɐmˈeɪŋtʃɪ	tˌeoɾikɐmˈeɪŋtʃɪ
tepidamente	tˌepidɐmˈeɪŋtʃɪ	tˌepidɐmˈeɪŋtʃɪ
terminantemente	tˌeɾminˌɐ̃ŋtemˈeɪŋtʃɪ	tˌeɾminɐ̃ŋtʃɪmˈeɪŋtʃɪ
ternamente	tˌeɾnɐmˈeɪŋtʃɪ	tɛɾnɐmˈeɪŋtʃɪ
terrificamente	tˌexifˌikɐmˈeɪŋtʃɪ	tˌexifikɐmˈeɪŋtʃɪ
territorialmente	tˌexitˌoɾiaʊmˈeɪŋtʃɪ	tˌexitˌoɾiaʊmˈeɪŋtʃɪ
terrivelmente	tˌexivɛʊmˈeɪŋtʃɪ	tˌexivɛʊmˈeɪŋtʃɪ
testemunhalmente	tˌestemˌũɲaʊmˈeɪŋtʃɪ	tˌestemˌũɲaʊmˈeɪŋtʃɪ
textualmente	tˌestuaʊmˈeɪŋtʃɪ	tˌestuaʊmˈeɪŋtʃɪ
timidamente	tʃˌimidɐmˈeɪŋtʃɪ	tʃˌimidɐmˈeɪŋtʃɪ
tipicamente	tʃˌipikɐmˈeɪŋtʃɪ	tʃˌipikɐmˈeɪŋtʃɪ
tipograficamente	tʃˌipoɡɾˌafikɐmˈeɪŋtʃɪ	tʃˌipoɡɾˌafikɐmˈeɪŋtʃɪ
toleradamente	tˌoleɾˌadɐmˈeɪŋtʃɪ	tˌoleɾadɐmˈeɪŋtʃɪ
tontamente	tˌoŋtɐmˈeɪŋtʃɪ	toŋtɐmˈeɪŋtʃɪ
topologicamente	tˌopolˌoʒikɐmˈeɪŋtʃɪ	tˌopolˌoʒikɐmˈeɪŋtʃɪ
torpemente	tˌoɾpemˈeɪŋtʃɪ	tɔɾpɪmˈeɪŋtʃɪ
torrencialmente	tˌoxeɪŋsˌiaʊmˈeɪŋtʃɪ	tˌoxeɪŋsˌiaʊmˈeɪŋtʃɪ
tortuosamente	tˌoɾtwozɐmˈeɪŋtʃɪ	tˌoɾtwɔzɐmˈeɪŋtʃɪ
toscamente	tˌoskɐmˈeɪŋtʃɪ	toskɐmˈeɪŋtʃɪ
totalmente	tˌotaʊmˈeɪŋtʃɪ	tˌotaʊmˈeɪŋtʃɪ
trabalhosamente	tɾˌabaʎˌozɐmˈeɪŋtʃɪ	tɾˌabaʎɔzɐmˈeɪŋtʃɪ
tradicionalmente	tɾˌadʒisˌɪonaʊmˈeɪŋtʃɪ	tɾˌadʒisˌɪonaʊmˈeɪŋtʃɪ
tragicamente	tɾˌaʒikɐmˈeɪŋtʃɪ	tɾˌaʒikɐmˈeɪŋtʃɪ
traiçoeiramente	tɾˌaɪsoˌeɪɾɐmˈeɪŋtʃɪ	tɾˌaɪsoeɪɾɐmˈeɪŋtʃɪ
traidoramente	tɾˌaɪdoɾɐmˈeɪŋtʃɪ	tɾˌaɪdoɾɐmˈeɪŋtʃɪ
tranquilamente	tɾˌɐ̃ŋkwilɐmˈeɪŋtʃɪ	tɾˌɐ̃ŋkwilɐmˈeɪŋtʃɪ
transcendentemente	tɾˌɐ̃ŋseɪŋdˌeɪŋtemˈeɪŋtʃɪ	tɾˌɐ̃ŋseɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
transitoriamente	tɾˌɐ̃ŋzitˌoɾiɐmˈeɪŋtʃɪ	tɾˌɐ̃ŋzitˌoɾiɐmˈeɪŋtʃɪ
transversalmente	tɾˌɐ̃ŋzveɾsaʊmˈeɪŋtʃɪ	tɾˌɐ̃ŋzveɾsaʊmˈeɪŋtʃɪ
traumaticamente	tɾˌaʊmatʃˌikɐmˈeɪŋtʃɪ	tɾˌaʊmatʃikɐmˈeɪŋtʃɪ
tremendamente	tɾˌemeɪŋdɐmˈeɪŋtʃɪ	tɾˌemeɪŋdɐmˈeɪŋtʃɪ
tremente	tɾˌemˈeɪŋtʃɪ	tɾˌemˈeɪŋtʃɪ
trigonometricamente	tɾˌiɡonˌometɾˌikɐmˈeɪŋtʃɪ	tɾˌiɡonˌometɾikɐmˈeɪŋtʃɪ
trimestralmente	tɾˌimestɾaʊmˈeɪŋtʃɪ	tɾˌimestɾaʊmˈeɪŋtʃɪ
tristemente	tɾˌistemˈeɪŋtʃɪ	tɾistʃɪmˈeɪŋtʃɪ
triunfalmente	tɾˌiũŋfaʊmˈeɪŋtʃɪ	tɾˌiũŋfaʊmˈeɪŋtʃɪ
trivialmente	tɾˌiviaʊmˈeɪŋtʃɪ	tɾˌiviaʊmˈeɪŋtʃɪ
turisticamente	tˌuɾistʃˌikɐmˈeɪŋtʃɪ	tˌuɾistʃikɐmˈeɪŋtʃɪ
ulteriormente	ˌuwteɾˌioɾmˈeɪŋtʃɪ	ˌuwteɾˌioɾmˈeɪŋtʃɪ
ultimamente	ˌuwtʃimɐmˈeɪŋtʃɪ	ˌuwtʃimɐmˈeɪŋtʃɪ
unanimemente	ˌunɐnˌimemˈeɪŋtʃɪ	ˌunɐnimɪmˈeɪŋtʃɪ
unicamente	ˌunikɐmˈeɪŋtʃɪ	ˌunikɐmˈeɪŋtʃɪ
uniformemente	ˌunifˌoɾmemˈeɪŋtʃɪ	ˌunifɔɾmɪmˈeɪŋtʃɪ
unilateralmente	ˌunilˌateɾaʊmˈeɪŋtʃɪ	ˌunilˌateɾaʊmˈeɪŋtʃɪ
universalmente	ˌunivˌeɾsaʊmˈeɪŋtʃɪ	ˌunivˌeɾsaʊmˈeɪŋtʃɪ
univocamente	ˌunivˌokɐmˈeɪŋtʃɪ	ˌunivɔkɐmˈeɪŋtʃɪ
urbanisticamente	ˌuɾbɐnˌistʃikɐmˈeɪŋtʃɪ	ˌuɾbɐnˌistʃikɐmˈeɪŋtʃɪ
urgentemente	ˌuɾʒeɪŋtemˈeɪŋtʃɪ	ˌuɾʒeɪŋtʃɪmˈeɪŋtʃɪ
usualmente	ˌuzuaʊmˈeɪŋtʃɪ	ˌuzuaʊmˈeɪŋtʃɪ
vagamente	vˌaɡɐmˈeɪŋtʃɪ	vaɡɐmˈeɪŋtʃɪ
vagarosamente	vˌaɡaɾˌozɐmˈeɪŋtʃɪ	vˌaɡaɾɔzɐmˈeɪŋtʃɪ
valentemente	vˌaleɪŋtemˈeɪŋtʃɪ	vˌaleɪŋtʃɪmˈeɪŋtʃɪ
validamente	vˌalidɐmˈeɪŋtʃɪ	vˌalidɐmˈeɪŋtʃɪ
valiosamente	vˌaliˌozɐmˈeɪŋtʃɪ	vˌaliɔzɐmˈeɪŋtʃɪ
valorosamente	vˌaloɾˌozɐmˈeɪŋtʃɪ	vˌaloɾɔzɐmˈeɪŋtʃɪ
vantajosamente	vˌɐ̃ŋtaʒˌozɐmˈeɪŋtʃɪ	vˌɐ̃ŋtaʒɔzɐmˈeɪŋtʃɪ
variadamente	vˌaɾiˌadɐmˈeɪŋtʃɪ	vˌaɾiadɐmˈeɪŋtʃɪ
variamente	vˌaɾiɐmˈeɪŋtʃɪ	vˌaɾiɐmˈeɪŋtʃɪ
variavelmente	vˌaɾiˌavɛʊmˈeɪŋtʃɪ	vˌaɾiˌavɛʊmˈeɪŋtʃɪ
varonilmente	vˌaɾoniʊmˈeɪŋtʃɪ	vˌaɾoniʊmˈeɪŋtʃɪ
veemente	vˌeemˈeɪŋtʃɪ	vˌimˈeɪŋtʃɪ
veementemente	vˌeemˌeɪŋtemˈeɪŋtʃɪ	vˌeemˈeɪŋtʃɪmˈeɪŋtʃɪ
veladamente	vˌeladɐmˈeɪŋtʃɪ	vˌeladɐmˈeɪŋtʃɪ
velozmente	vˌelozmˈeɪŋtʃɪ	vˌelɔsmˈeɪŋtʃɪ
verbalmente	vˌeɾbaʊmˈeɪŋtʃɪ	vˌeɾbaʊmˈeɪŋtʃɪ
verdadeiramente	vˌeɾdadˌeɪɾɐmˈeɪŋtʃɪ	vˌeɾdadeɪɾɐmˈeɪŋtʃɪ
vergonhosamente	vˌeɾɡoɲˌozɐmˈeɪŋtʃɪ	vˌeɾɡoɲɔzɐmˈeɪŋtʃɪ
verticalmente	vˌeɾtʃikaʊmˈeɪŋtʃɪ	vˌeɾtʃikaʊmˈeɪŋtʃɪ
vertiginosamente	vˌeɾtʃiʒˌinozɐmˈeɪŋtʃɪ	vˌeɾtʃiʒˌinɔzɐmˈeɪŋtʃɪ
viçosamente	vˌisozɐmˈeɪŋtʃɪ	vˌisɔzɐmˈeɪŋtʃɪ
vigorosamente	vˌiɡoɾˌozɐmˈeɪŋtʃɪ	vˌiɡoɾɔzɐmˈeɪŋtʃɪ
vincadamente	vˌiŋkadɐmˈeɪŋtʃɪ	vˌiŋkadɐmˈeɪŋtʃɪ
violentamente	vˌiolˌeɪŋtɐmˈeɪŋtʃɪ	vˌioleɪŋtɐmˈeɪŋtʃɪ
virginalmente	vˌiɾʒinaʊmˈeɪŋtʃɪ	vˌiɾʒinaʊmˈeɪŋtʃɪ
virtualmente	vˌiɾtuaʊmˈeɪŋtʃɪ	vˌiɾtuaʊmˈeɪŋtʃɪ
virtuosamente	vˌiɾtwozɐmˈeɪŋtʃɪ	vˌiɾtwɔzɐmˈeɪŋtʃɪ
virulentamente	vˌiɾulˌeɪŋtɐmˈeɪŋtʃɪ	vˌiɾuleɪŋtɐmˈeɪŋtʃɪ
visivelmente	vˌizivɛʊmˈeɪŋtʃɪ	vˌizivɛʊmˈeɪŋtʃɪ
visualmente	vˌizuaʊmˈeɪŋtʃɪ	vˌizuaʊmˈeɪŋtʃɪ
vitoriosamente	vˌitoɾˌiozɐmˈeɪŋtʃɪ	vˌitoɾˌiɔzɐmˈeɪŋtʃɪ
vivamente	vˌivɐmˈeɪŋtʃɪ	vivɐmˈeɪŋtʃɪ
voluntariamente	vˌolũŋtˌaɾiɐmˈeɪŋtʃɪ	vˌolũŋtˌaɾiɐmˈeɪŋtʃɪ
voluptuosamente	vˌoluptwˌozɐmˈeɪŋtʃɪ	vˌoluptwɔzɐmˈeɪŋtʃɪ
vulgarmente	vˌuwɡaɾmˈeɪŋtʃɪ	vˌuwɡaɾmˈeɪŋtʃɪ
zelosamente	zˌelozɐmˈeɪŋtʃɪ	zˌelɔzɐmˈeɪŋtʃɪ
